Restaurant_Name,Cusines,Ratings,Location,Delivery_review_no,Restaurant_link,Price_for_one
Multi Cakes,Bakery,4.3,btm layout,500,https://www.swiggy.com/restaurants/multi-cakes-7th-phase-jp-nagar-bangalore-108058,150
Chole Bhatura And Parathas,North Indian,3.2,vijayanagar,500,https://www.swiggy.com/restaurants/chole-bhatura-and-parathas-1st-stage-btm-layout-bangalore-304563,75
The Kolkata Katiroll,Beverages,4.1,j.p nagar,1000,https://www.swiggy.com/restaurants/the-kolkata-katiroll-1st-stage-indiranagar-bangalore-153876,100
Espressoulster Coffee,Bakery,3.9,btm layout,1000,https://www.swiggy.com/restaurants/espressoulster-coffee-vasudev-adigas-restaurant-koramangala-bangalore-664470,249.5
Rajasthani Taj restaurant,Beverages,2.5,indiranagar,1000,https://www.swiggy.com/restaurants/rajasthani-taj-restaurant-1st-stage-btm-layout-bangalore-353226,100
Subbudus The SnackStop ( Eswaris Homemade snacks ),Snacks,4.3,koramangala,1000,https://www.swiggy.com/restaurants/subbudus-the-snackstop-eswaris-homemade-snacks-cmh-road-indiranagar-bangalore-428499,75
Beegaramane Baaduta Non Veg Hotel,Chinese,3.6,btm layout,1000,https://www.swiggy.com/restaurants/beegaramane-baaduta-non-veg-hotel-nayanda-halli-mysore-road-bangalore-396362,175
Hotel Adithya Naati Style Family Restaurant,Biryani,3.6,indiranagar,1000,https://www.swiggy.com/restaurants/hotel-adithya-naati-style-family-restaurant-8th-main-road-basaveshwaranagar-bangalore-691515,175
Davanagere Benne Dosa Manne,South Indian,3.7,mysore road,1000,https://www.swiggy.com/restaurants/davanagere-benne-dosa-manne-3rd-cross-rd-basavanagudi-bangalore-645450,100
Kabab King,North Indian,3.5,basaveshwaranagar,1000,https://www.swiggy.com/restaurants/kabab-king-2nd-stage-banashankari-bangalore-215132,250
Gowhey- Healthy Dessert Company,Ice Cream,4,basavanagudi,1000,https://www.swiggy.com/restaurants/gowhey-healthy-dessert-company-keb-colony-btm-layout-bangalore-596078,100
Cake Of The Day,Snacks,3.7,banashankari,1000,https://www.swiggy.com/restaurants/cake-of-the-day-opp-to-bda-compex-banashankari-bangalore-184502,150
Healthy Beverages by Adigas,Juices,4.7,btm layout,1000,https://www.swiggy.com/restaurants/healthy-beverages-by-adigas-kg-road-majestic-bangalore-318658,100
Sri Ranganatha Military Hotel,Biryani,4.3,banashankari,1000,https://www.swiggy.com/restaurants/sri-ranganatha-military-hotel-chamrajpet-basavanagudi-bangalore-122282,120
Maggi Point,Beverages,4,majestic,1000,https://www.swiggy.com/restaurants/maggi-point-18th-a-main-indiranagar-bangalore-698069,100
Dal Chawal Roti Sabji,North Indian,3.8,basavanagudi,1000,https://www.swiggy.com/restaurants/dal-chawal-roti-sabji-lakshmi-road-shanti-nagar-bangalore-389317,100
Hotel Moti Mahal,Snacks,4,indiranagar,1000,https://www.swiggy.com/restaurants/hotel-moti-mahal-gandhi-nagar-majestic-bangalore-560783,150
Iyengar Bakery And Sweets,Snacks,3.8,shanti nagar,1000,https://www.swiggy.com/restaurants/iyengar-bakery-and-sweets-nr-colony-basavanagudi-bangalore-511313,125
Trupthi Ahaar,South Indian,4.1,majestic,1000,https://www.swiggy.com/restaurants/trupthi-ahaar-nr-colony-basavanagudi-bangalore-480596,100
Udupi Swada,North Indian,4.2,basavanagudi,1000,https://www.swiggy.com/restaurants/udupi-swada-1st-stage-kumaraswamy-layout-bangalore-84409,100
SLN Tiffin Center,South Indian,4,basavanagudi,1000,https://www.swiggy.com/restaurants/sln-tiffin-center-shivanagar-rajajinagar-bangalore-732252,75
Vandyam Prasada Foods,South Indian,4,kumaraswamy layout,1000,https://www.swiggy.com/restaurants/vandyam-prasada-foods-krishna-rajendra-rd-jayanagar-bangalore-710124,125
Ganesh Veg,Indian,3.9,rajajinagar,1000,https://www.swiggy.com/restaurants/ganesh-veg-iti-layout-vijayanagar-bangalore-640028,50
Shiv Sagar ( RS ),Chinese,4.3,j.p nagar,1000,https://www.swiggy.com/restaurants/shiv-sagar-rs-narayana-pillai-street-commercial-street-bangalore-34662,125
Flavor's Season,Chinese,4,vijayanagar,1000,https://www.swiggy.com/restaurants/flavors-season-5th-phase-jp-nagar-bangalore-453665,75
Healthy English Breakfast,North Indian,4,commercial street,1000,https://www.swiggy.com/restaurants/healthy-english-breakfast-mathikere-main-road-yeshwanthpur-bangalore-709177,200
Sandys Sandwiches,Salads,4.1,j.p nagar,1000,https://www.swiggy.com/restaurants/sandys-sandwiches-lakshamma-layout-ulsoor-bangalore-562010,125
Cake Yard,Bakery,4,yeshwanthpur,1000,https://www.swiggy.com/restaurants/cake-yard-old-veterinary-hospital-rd-basavanagudi-bangalore-418541,49.5
Mithra Cafe,South Indian,4.4,ulsoor,1000,https://www.swiggy.com/restaurants/mithra-cafe-9th-block-jayanagar-bangalore-570232,100
Chaitanya Veg Fast Food,South Indian,4.7,basavanagudi,1000,https://www.swiggy.com/restaurants/chaitanya-veg-fast-food-m-f-norohna-road-shivajinagar-bangalore-98777,75
Mulbagal Dosa Palace,Snacks,3.9,j.p nagar,1000,https://www.swiggy.com/restaurants/mulbagal-dosa-palace-srp-complex-kanakapura-road-bangalore-706859,75
Lassi Shop,Juices,3.3,shivajinagar,1000,https://www.swiggy.com/restaurants/lassi-shop-residency-road-ashok-nagar-bangalore-172423,49.5
Udupi Athithya,North Indian,3.9,kanakapura,1000,https://www.swiggy.com/restaurants/udupi-athithya-keb-colony-btm-layout-bangalore-251765,65
Shree Udupi Grand,South Indian,4.1,ashok nagar,1000,https://www.swiggy.com/restaurants/shree-udupi-grand-6-phase-kanakapura-bangalore-59901,150
Punjab Time,North Indian,3.1,btm layout,1000,https://www.swiggy.com/restaurants/punjab-time-1st-stage-btm-layout-bangalore-381557,75
Sharmaji'S Chole Bhature,Fast Food,3,kanakapura,1000,https://www.swiggy.com/restaurants/sharmajis-chole-bhature-anniya-reddy-layout-jp-nagar-bangalore-683637,175
Dad's Hack Kombucha,Beverages,4.8,btm layout,1000,https://www.swiggy.com/restaurants/dads-hack-kombucha-2nd-stage-indiranagar-bangalore-488885,199
Bearfoot Bistro,Continental,4.1,j.p nagar,1000,https://www.swiggy.com/restaurants/bearfoot-bistro-koramangala-bangalore-112907,150
Shahi Family Restaurant,Tandoor,3.7,indiranagar,1000,https://www.swiggy.com/restaurants/shahi-family-restaurant-swamy-vivekananda-ulsoor-bangalore-107119,149.5
Tender Coconut,Juices,4.1,koramangala,1000,https://www.swiggy.com/restaurants/tender-coconut-2nd-stage-btm-layout-bangalore-261897,100
Breakfast Wala,North Indian,3.9,ulsoor,1000,https://www.swiggy.com/restaurants/breakfast-wala-1st-stage-indiranagar-bangalore-268053,75
Get Fit with Sunny!,Fast Food,3.9,btm layout,1000,https://www.swiggy.com/restaurants/get-fit-with-sunny-2nd-stage-btm-layout-bangalore-546844,250
Dessert Studio by Third Wave,Beverages,4.2,indiranagar,1000,https://www.swiggy.com/restaurants/dessert-studio-by-third-wave-armane-nagar-sadashiv-nagar-bangalore-289830,100
Bonomi,Beverages,4.6,btm layout,1000,https://www.swiggy.com/restaurants/bonomi-indiranagar-doopanahalli-indiranagar-bangalore-574730,125
Indian Drinks by Living Food,Juices,4,sadashiv nagar,1000,https://www.swiggy.com/restaurants/indian-drinks-by-living-food-7th-phase-brigade-road-bangalore-636231,150
Desi Pakwan,Indian,4,"doopanahalli, indiranagar",1000,https://www.swiggy.com/restaurants/desi-pakwan-2nd-stage-btm-layout-bangalore-483041,100
Ovenfresh Cakes and Desserts,Snacks,5,brigade road,1000,https://www.swiggy.com/restaurants/ovenfresh-cakes-and-desserts-mathikere-main-road-yeshwanthpur-bangalore-737565,100
Desi Chulha,Biryani,3.3,btm layout,1000,https://www.swiggy.com/restaurants/desi-chulha-hal-2nd-stage-indiranagar-bangalore-591327,5
Vinayaka Refreshments,South Indian,4.6,yeshwanthpur,1000,https://www.swiggy.com/restaurants/vinayaka-refreshments-pipeline-road-yeshwanthpur-bangalore-207674,50
The Fast Food,Indian,4.3,indiranagar,1000,https://www.swiggy.com/restaurants/the-fast-food-18th-cross-road-malleshwaram-bangalore-181392,75
Swaad Kitchen Mart,Chinese,3.5,yeshwanthpur,1000,https://www.swiggy.com/restaurants/swaad-kitchen-mart-prakash-nagar-rajajinagar-bangalore-700148,100
Cafe Reset,Beverages,4.6,malleswaram,1000,https://www.swiggy.com/restaurants/cafe-reset-6th-block-koramangala-bangalore-388866,175
Udupi Ahara (Veg Restaurant),Chinese,3.8,rajajinagar,1000,https://www.swiggy.com/restaurants/udupi-ahara-veg-restaurant-mahalaxmi-layout-rajajinagar-bangalore-266546,25
Chapati Factory,South Indian,4.1,koramangala,1000,https://www.swiggy.com/restaurants/chapati-factory-2nd-phase-jp-nagar-bangalore-381057,49.5
TOTO - Healthy DIY Rolls,South Indian,4.4,rajajinagar,1000,https://www.swiggy.com/restaurants/toto-healthy-diy-rolls-7th-phase-brigade-road-bangalore-626399,150
Srinivasa Upahara,South Indian,4,j.p nagar,1000,https://www.swiggy.com/restaurants/srinivasa-upahara-basavanagudi-pes-college-hanumanth-nagar-bangalore-728255,250
Abees Mess,Biryani,4.1,brigade road,1000,https://www.swiggy.com/restaurants/abees-mess-bharathi-layout-btm-layout-bangalore-393616,75
Sai Sogadu,South Indian,4,pes college hanumanth nagar,1000,https://www.swiggy.com/restaurants/sai-sogadu-chord-road-rajajinagar-bangalore-739505,75
Jmv Condiments,Snacks,4.4,btm layout,1000,https://www.swiggy.com/restaurants/jmv-condiments-anepalya-audgodi-bangalore-492181,100
Hot Burger Company,Snacks,3.7,rajajinagar,1000,https://www.swiggy.com/restaurants/hot-burger-company-khb-colony-koramangala-bangalore-652758,90
Sanathana Upahar Kendra,South Indian,4.1,audgodi,1000,https://www.swiggy.com/restaurants/sanathana-upahar-kendra-purnapragnya-layout-uttarahalli-bangalore-595226,50
Bengaluru Benne,South Indian,3.5,koramangala,1000,https://www.swiggy.com/restaurants/bengaluru-benne-nandi-durga-rd-frazer-town-bangalore-699741,100
Chai Fast,Indian,4.2,uttarahalli,1000,https://www.swiggy.com/restaurants/chai-fast-7th-main-road-koramangala-bangalore-693119,125
Call A Cake,Desserts,3.9,frazer town,1000,https://www.swiggy.com/restaurants/call-a-cake-2nd-stage-btm-layout-bangalore-454517,200
Pancharangi Cafe,Indian,4,koramangala,1000,https://www.swiggy.com/restaurants/pancharangi-cafe-2nd-block-koramangala-bangalore-493661,100
Tatvika Cafe,South Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/tatvika-cafe-sbi-colony-koramangala-bangalore-741253,75
Espressoulster Coffee,Italian,3.5,koramangala,1000,https://www.swiggy.com/restaurants/espressoulster-coffee-s-t-bed-layout-koramangala-bangalore-379020,200
Patna Wale, Bihari,4,koramangala,1000,https://www.swiggy.com/restaurants/patna-wale-1st-stage-btm-layout-bangalore-671543,175
Seven2Eleven,Indian,4.4,koramangala,1000,https://www.swiggy.com/restaurants/seven2eleven-4th-phase-jp-nagar-bangalore-251707,150
Cake Bite,Sweets,3.4,btm layout,1000,https://www.swiggy.com/restaurants/cake-bite-nagendra-block-banashankari-bangalore-123862,150
Magic Pizza,Desserts,3.4,j.p nagar,1000,https://www.swiggy.com/restaurants/magic-pizza-hoysala-nagar-indiranagar-bangalore-708970,225
Theka Coffee,Beverages,4,banashankari,1000,https://www.swiggy.com/restaurants/theka-coffee-sai-sharan-heights-malleshwaram-bangalore-709696,100
New Sukhi Sagar,South Indian,4.1,indiranagar,1000,https://www.swiggy.com/restaurants/new-sukhi-sagar-jc-nagar-basaveshwara-nagar-bangalore-407769,100
Just Sandwich,Continental,4.3,malleswaram,1000,https://www.swiggy.com/restaurants/just-sandwich-sg-palya-tavarekere-bangalore-210511,100
Lakshmi food point,Indian,3.5,basaveshwaranagar,1000,https://www.swiggy.com/restaurants/lakshmi-food-point-west-of-chord-road-rajajinagar-bangalore-616066,100
Roll 'N' Biryani,North Indian,3.7,tavarekere,1000,https://www.swiggy.com/restaurants/roll-n-biryani-pipeline-road-vijayanagar-bangalore-55181,125
Amingad's Vijaya Karadant,Snacks,4.5,rajajinagar,1000,https://www.swiggy.com/restaurants/amingads-vijaya-karadant-41st-cross-rd-jayanagar-bangalore-678790,100
Swathi Grand,Chinese,3.9,vijayanagar,1000,https://www.swiggy.com/restaurants/swathi-grand-millars-road-vasanth-nagar-bangalore-391410,100
BDBD Banashri Davanagere Benne Dose Hotel,South Indian,4.1,j.p nagar,1000,https://www.swiggy.com/restaurants/bdbd-banashri-davanagere-benne-dose-hotel-madava-upanagara-vijayanagar-bangalore-108091,75
Abhinandan Enterprise (Abhinandan Juice),Beverages,4.4,vasanth nagar,1000,https://www.swiggy.com/restaurants/abhinandan-enterprise-abhinandan-juice-3rd-stage-banashankari-bangalore-517154,100
SLV Grand,Chinese,3.2,vijayanagar,1000,https://www.swiggy.com/restaurants/slv-grand-castle-street-ashok-nagar-bangalore-188885,100
Delhi Wala Paratha,North Indian,2.8,banashankari,1000,https://www.swiggy.com/restaurants/delhi-wala-paratha-1st-stage-btm-layout-bangalore-230443,100
Cafe Muziris,Snacks,4,ashok nagar,1000,https://www.swiggy.com/restaurants/cafe-muziris-paramahansa-yogananda-road-indiranagar-bangalore-687816,159.5
Cake Party,Bakery,4,btm layout,1000,https://www.swiggy.com/restaurants/cake-party-s-g-palya-jayanagar-bangalore-692586,150
Singh Ji Food,North Indian,3.7,indiranagar,1000,https://www.swiggy.com/restaurants/singh-ji-food-n-s-palya-btm-layout-bangalore-483491,125
Porky's,Chinese,4.1,j.p nagar,1000,https://www.swiggy.com/restaurants/porkys-2nd-stage-btm-layout-bangalore-517648,200
Not Guilty,Juices,3.9,btm layout,1000,https://www.swiggy.com/restaurants/not-guilty-kodihalli-indiranagar-bangalore-655645,149.5
No.10 Fort Cochin,Kerala,4.3,btm layout,1000,https://www.swiggy.com/restaurants/no-10-fort-cochin-st-marks-road-bangalore-69354,200
My Khana,Indian,4.1,indiranagar,1000,https://www.swiggy.com/restaurants/my-khana-chikka-adugodi-tavarekere-bangalore-345924,99.5
Jimmys Chicken,Combo,3.8,st marks road,1000,https://www.swiggy.com/restaurants/jimmys-chicken-2nd-stage-btm-layout-bangalore-500571,150
Best English Breakfast,Snacks,4,tavarekere,1000,https://www.swiggy.com/restaurants/best-english-breakfast-mathikere-main-road-yeshwanthpur-bangalore-709225,200
Shri Gajanan Dose Point,Snacks,4,btm layout,1000,https://www.swiggy.com/restaurants/shri-gajanan-dose-point-60-feet-rd-yeshwanthpur-bangalore-728837,100
North Indian spice,North Indian,3.6,yeshwanthpur,1000,https://www.swiggy.com/restaurants/north-indian-spice-1st-stage-indiranagar-bangalore-151155,100
BTM Food Court (andra style),Snacks,3.8,yeshwanthpur,1000,https://www.swiggy.com/restaurants/btm-food-court-andra-style-abbaappa-layout-2nd-stage-btm-layout-bangalore-600317,125
BOBBY KA VEG DHABA (Amritsarwala),Combo,3.4,indiranagar,1000,https://www.swiggy.com/restaurants/bobby-ka-veg-dhaba-amritsarwala-chickpet-majestic-bangalore-381716,125
Mahaveer sweets,Fast Food,4,"2nd stage, btm layout",1000,https://www.swiggy.com/restaurants/mahaveer-sweets-rajatha-mahal-complex-basavanagudi-bangalore-741333,125
MK Dosa Point,South Indian,4,majestic,1000,https://www.swiggy.com/restaurants/mk-dosa-point-hanumantha-nagar-basavanagudi-bangalore-733188,125
Gama Gama Hotel,South Indian,4.2,basavanagudi,1000,https://www.swiggy.com/restaurants/gama-gama-hotel-nr-colony-basavanagudi-bangalore-380756,75
The Twenty Handmade Chocolates,Desserts,4,basavanagudi,1000,https://www.swiggy.com/restaurants/the-twenty-handmade-chocolates-kavika-layout-mysore-road-bangalore-224614,200
Fusion Biryani,Desserts,3.4,basavanagudi,1000,https://www.swiggy.com/restaurants/fusion-biryani-maruthi-nagar-vijayanagar-bangalore-580766,125
Shyam Mishra Juice Centre Llp,Beverages,4.4,mysore road,1000,https://www.swiggy.com/restaurants/shyam-mishra-juice-centre-llp-chickpet-majestic-bangalore-449876,80
KARIM'S- Original from Jama Masjid Delhi- 6,Biryani,4.1,vijayanagar,1000,https://www.swiggy.com/restaurants/karims-original-from-jama-masjid-delhi-6-ashok-nagar-st-marks-road-bangalore-628642,400
Pizza Town,Pizzas,3.4,majestic,1000,https://www.swiggy.com/restaurants/pizza-town-am-road-sulthangunta-shivaji-nagar-bangalore-657599,200
Pizza Express,Pizzas,4,st marks road,1000,https://www.swiggy.com/restaurants/pizza-express-mathukere-main-road-yeshwanthpur-bangalore-713009,200
Foodies,Punjabi,3.5,shivajinagar,1000,https://www.swiggy.com/restaurants/foodies-jakkasandra-extension-koramangala-bangalore-231174,100
HomeSe Just Veg,North Indian,3.5,yeshwanthpur,1000,https://www.swiggy.com/restaurants/homese-just-veg-chickpet-majestic-bangalore-117904,100
Bhojnayala,North Indian,4.1,koramangala,1000,https://www.swiggy.com/restaurants/bhojnayala-lakshmi-road-jayanagar-bangalore-405432,100
South Ruchis Square,Chinese,4.1,majestic,1000,https://www.swiggy.com/restaurants/south-ruchis-square-race-course-road-bangalore-39400,250
RIS,Beverages,2.5,j.p nagar,1000,https://www.swiggy.com/restaurants/ris-2nd-stage-banashankari-bangalore-622315,100
Murugan Cafe,South Indian,4,race course road,1000,https://www.swiggy.com/restaurants/murugan-cafe-kh-road-basavanagudi-bangalore-741350,100
Iyengars Inn,Snacks,4.6,banashankari,1000,https://www.swiggy.com/restaurants/iyengars-inn-sunkenahalli-basavanagudi-bangalore-499250,100
Cafe Levista - Coffee Chai And Snacks,Beverages,4,basavanagudi,1000,https://www.swiggy.com/restaurants/cafe-levista-coffee-chai-and-snacks-4th-block-jayanagar-bangalore-714193,49.5
M/s. SUKHSAGAR HOTEL GANDHINAGAR,North Indian,4.2,basavanagudi,1000,https://www.swiggy.com/restaurants/m-s-sukhsagar-hotel-gandhinagar-gandhi-nagar-majestic-bangalore-120023,100
"Just Bake - Bakery, Desserts, Cakes & Confectioners",Desserts,4.2,j.p nagar,1000,https://www.swiggy.com/restaurants/just-bake-bakery-desserts-cakes-and-confectioners-hanumanthnagar-banashankari-bangalore-26814,200
Cakes & Pastries,Bakery,4.2,majestic,1000,https://www.swiggy.com/restaurants/cakes-and-pastries-1st-block-rajajinagar-bangalore-246810,250
Shree Veerabhadreshwara Rotti Holige Mane,South Indian,4.2,banashankari,1000,https://www.swiggy.com/restaurants/shree-veerabhadreshwara-rotti-holige-mane-mahaganapathy-nagar-basaveshwara-nagar-bangalore-154975,100
Aishwarya Sweets,Bakery,4.5,rajajinagar,1000,https://www.swiggy.com/restaurants/aishwarya-sweets-west-of-chord-road-rajajinagar-bangalore-180882,50
Pabrai's Fresh and Naturelle Ice Creams,Desserts,4.6,basaveshwaranagar,1000,https://www.swiggy.com/restaurants/pabrais-fresh-and-naturelle-ice-creams-wood-street-brigade-road-bangalore-18977,90
Saffron By Sanmanaa,South Indian,3.4,rajajinagar,1000,https://www.swiggy.com/restaurants/saffron-by-sanmanaa-basaveshwara-nagar-rajajinagar-bangalore-621903,75
L J Iyengars Bakery & Sweets,Juices,4.3,brigade road,1000,https://www.swiggy.com/restaurants/l-j-iyengars-bakery-and-sweets-1st-stage-btm-layout-bangalore-683780,100
HOTEL UTSAV North Indian Food Joint,North Indian,4.1,rajajinagar,1000,https://www.swiggy.com/restaurants/hotel-utsav-north-indian-food-joint-3rd-stage-banashankari-bangalore-5589,75
Juice And Sandwiches Hub,Juices,4,btm layout,1000,https://www.swiggy.com/restaurants/juice-and-sandwiches-hub-pattabhirama-nagar-jayanagar-bangalore-691742,99
Shree Sagar,Indian,3.1,banashankari,1000,https://www.swiggy.com/restaurants/shree-sagar-sampige-road-malleshwaram-bangalore-508711,125
The Brahmins Khanavali,South Indian,4.4,j.p nagar,1000,https://www.swiggy.com/restaurants/the-brahmins-khanavali-ashok-nagar-st-marks-road-bangalore-145074,100
Punyashree Hotel Nati Style Non Veg Family,Biryani,3.7,malleswaram,1000,https://www.swiggy.com/restaurants/punyashree-hotel-nati-style-non-veg-family-govindaraja-nagar-vijayanagar-bangalore-597278,150
Sree Banashankari Donne Biryani,South Indian,3.7,st marks road,1000,https://www.swiggy.com/restaurants/sree-banashankari-donne-biryani-2nd-block-basaveshwara-nagar-bangalore-485771,125
SIRI NAATI STYLE HOTEL VIJAYANAGAR,Biryani,3.8,vijayanagar,1000,https://www.swiggy.com/restaurants/siri-naati-style-hotel-vijayanagar-2nd-stage-vijayanagar-bangalore-526074,225
SRM Sweets & Savouries,Desserts,4.7,basaveshwaranagar,1000,https://www.swiggy.com/restaurants/srm-sweets-and-savouries-isro-layout-kumaraswamy-layout-bangalore-585249,25
Namma kudla Veg Malleswaram,Konkan,4.3,vijayanagar,1000,https://www.swiggy.com/restaurants/namma-kudla-veg-malleswaram-9th-cross-road-malleshwaram-bangalore-302448,50
LJ Iyengar Bakery And Sweets,Bakery,3.7,kumaraswamy layout,1000,https://www.swiggy.com/restaurants/lj-iyengar-bakery-and-sweets-4th-t-block-east-jayanagar-bangalore-582904,50
Sri Venkateshwara Sweets and Chats,Chaat,4.2,malleswaram,1000,https://www.swiggy.com/restaurants/sri-venkateshwara-sweets-and-chats-l-n-colony-yeshwantpur-bangalore-396780,75
Saarangi Fine Dining,North Indian,4.3,j.p nagar,1000,https://www.swiggy.com/restaurants/saarangi-fine-dining-4th-block-jayanagar-bangalore-153743,125
Hoskote dum biryani,South Indian,3.4,yeshwanthpur,1000,https://www.swiggy.com/restaurants/hoskote-dum-biryani-sbi-staff-colony-vijayanagar-bangalore-582067,130
LJ Iyengars Cakes N Cookies Sweets,Bakery,4,j.p nagar,1000,https://www.swiggy.com/restaurants/lj-iyengars-cakes-n-cookies-sweets-west-of-chord-road-rajajinagar-bangalore-124862,100
The Licious Kitchen,Snacks,4.2,vijayanagar,1000,https://www.swiggy.com/restaurants/the-licious-kitchen-6th-block-koramangala-bangalore-534654,175
Foyer,South Indian,4.4,rajajinagar,1000,https://www.swiggy.com/restaurants/foyer-da-costa-layout-frazer-town-bangalore-709394,225
RK Fresh Food,American,3.5,koramangala,1000,https://www.swiggy.com/restaurants/rk-fresh-food-2nd-stage-btm-layout-bangalore-60068,100
Monsoon - The Park Hotel,Asian,4.6,frazer town,1000,https://www.swiggy.com/restaurants/monsoon-the-park-hotel-mg-road-bangalore-31974,350
Cool point,American,4,btm layout,1000,https://www.swiggy.com/restaurants/cool-point-5th-block-koramangala-bangalore-468140,75
Dr. Carrot,Beverages,4,mg road,1000,https://www.swiggy.com/restaurants/dr-carrot-6th-sector-hsr-layout-bangalore-630429,200
Sri Ram Bhojanalay,Biryani,3.8,koramangala,1000,https://www.swiggy.com/restaurants/sri-ram-bhojanalay-1st-stage-gokul-sanjay-nagar-bangalore-263493,2.5
Raj Benne Dose,Kebabs,4,hsr layout,1000,https://www.swiggy.com/restaurants/raj-benne-dose-saraswathipuram-main-rd-rajajinagar-bangalore-737962,250
UP Wale Food Corner,Indian,4.1,sanjay nagar,1000,https://www.swiggy.com/restaurants/up-wale-food-corner-2nd-stage-btm-layout-bangalore-649821,75
Chalo Chai Peene,Beverages,4.6,rajajinagar,1000,https://www.swiggy.com/restaurants/chalo-chai-peene-paramahansa-yogananda-rd-indiranagar-bangalore-703848,50
Donne Biriyani Junction,Biryani,3.5,btm layout,1000,https://www.swiggy.com/restaurants/donne-biriyani-junction-1st-stage-btm-layout-bangalore-431092,125
Donne Biryani,Biryani,4.1,indiranagar,1000,https://www.swiggy.com/restaurants/donne-biryani-keb-colony-btm-bangalore-710227,100
Delhi Jaipur Express Kitchen,North Indian,3.4,btm layout,1000,https://www.swiggy.com/restaurants/delhi-jaipur-express-kitchen-1st-stage-btm-layout-bangalore-230753,125
The Cheesecake Co,Desserts,3.8,btm,1000,https://www.swiggy.com/restaurants/the-cheesecake-co-kodihalli-indiranagar-bangalore-410783,200
Iyengar Bakery Sweets And Chats,Sweets,3.4,btm layout,1000,https://www.swiggy.com/restaurants/iyengar-bakery-sweets-and-chats-2nd-stage-btm-layout-bangalore-553067,150
Mumbai Chai Cafe,Street Food,4,indiranagar,1000,https://www.swiggy.com/restaurants/mumbai-chai-cafe-jeewan-griha-colony-jp-nagar-bangalore-714603,125
Jaggery cafe,Beverages,3.5,btm layout,1000,https://www.swiggy.com/restaurants/jaggery-cafe-hmt-layout-yeshwantpur-bangalore-469345,75
Egg Story,Chinese,4,j.p nagar,1000,https://www.swiggy.com/restaurants/egg-story-mico-layout-btm-bangalore-712079,100
Go Zero - Guilt Free Ice Creams,Desserts,4.3,yeshwanthpur,1000,https://www.swiggy.com/restaurants/go-zero-guilt-free-ice-creams-btm-layout-j-p-nagar-bangalore-664176,75
The Daily Bowl,Indian,3.6,btm,1000,https://www.swiggy.com/restaurants/the-daily-bowl-nanjappa-layout-adugodi-bangalore-423273,100
Enchante By Chai Point,Beverages,4,j.p nagar,1000,https://www.swiggy.com/restaurants/enchante-by-chai-point-2nd-stage-banashankari-bangalore-523294,75
Bengali Rannaghor,Thalis,2.7,adugodi,1000,https://www.swiggy.com/restaurants/bengali-rannaghor-4tht-block-jayanagar-bangalore-569439,200
Breakfast Junction,North Indian,3.8,banashankari,1000,https://www.swiggy.com/restaurants/breakfast-junction-shanthi-nagar-jayanagar-bangalore-390408,100
Udta Punjab Cafe,North Indian,3.7,j.p nagar,1000,https://www.swiggy.com/restaurants/udta-punjab-cafe-lakshmi-road-shanti-nagar-bangalore-154020,75
Sana Kitchen,Chinese,2.5,j.p nagar,1000,https://www.swiggy.com/restaurants/sana-kitchen-prakash-nagar-rajajinagar-bangalore-709386,150
Kaapi Kendra,South Indian,4.2,shanti nagar,1000,https://www.swiggy.com/restaurants/kaapi-kendra-siddanna-layout-banashankari-bangalore-415233,50
BHAVA'S MULABAGAL DOSA,South Indian,4,rajajinagar,1000,https://www.swiggy.com/restaurants/bhavas-mulabagal-dosa-10th-main-road-banashankari-bangalore-729400,150
Bake N Bloom,Bakery,3.4,banashankari,1000,https://www.swiggy.com/restaurants/bake-n-bloom-shanthala-nagar-residency-road-bangalore-435386,125
Shankaranna Military Hotel,Biryani,4.2,banashankari,1000,https://www.swiggy.com/restaurants/shankaranna-military-hotel-chandra-layout-vijayanagar-bangalore-441210,125
New Aatithya Restaurant,Tandoor,3.9,residency road,1000,https://www.swiggy.com/restaurants/new-aatithya-restaurant-west-of-chord-road-basaveshwaranagar-bangalore-655240,150
Hotel Shanthi Sagar,South Indian,3,vijayanagar,1000,https://www.swiggy.com/restaurants/hotel-shanthi-sagar-rpc-layout-vijayanagar-bangalore-397147,100
Guna Sagar Hotel Naati Style family restaurant,North Indian,4,basaveshwaranagar,1000,https://www.swiggy.com/restaurants/guna-sagar-hotel-naati-style-family-restaurant-2nd-stage-vijayanagar-bangalore-525541,125
Brahmins Bakery Grand,Snacks,3.1,vijayanagar,1000,https://www.swiggy.com/restaurants/brahmins-bakery-grand-sheshadripuram-malleshwaram-bangalore-664093,150
Beegara Mane Baadoota,Snacks,4,vijayanagar,1000,https://www.swiggy.com/restaurants/beegara-mane-baadoota-dr-rajkumar-road-rajajinagar-bangalore-739897,150
Kamat Aahaar- Malleshwaram,Snacks,4.2,malleswaram,5000,https://www.swiggy.com/restaurants/kamat-aahaar-malleshwaram-1st-cross-road-malleshwaram-bangalore-585673,125
South Holige Mane,Snacks,4.6,rajajinagar,5000,https://www.swiggy.com/restaurants/south-holige-mane-2nd-stage-vijayanagar-bangalore-574493,100
Punyashree Hotel Nati Style,Indian,3.8,malleswaram,5000,https://www.swiggy.com/restaurants/punyashree-hotel-nati-style-2nd-stage-vijayanagar-bangalore-525028,225
